Date,Time,Voltage (V),Current (A),Power (W),Energy (kWh)
11-03-2024,08:15:00,230.4,0.07,16.13,4
11-03-2024,08:30:00,236.89,0.05,11.84,3
11-03-2024,08:45:00,235.0,0.1,23.5,59
11-03-2024,09:00:00,238.87,0.05,11.94,3
11-03-2024,09:15:00,235.42,0.03,7.06,18
11-03-2024,09:30:00,233.55,0.05,11.68,29
11-03-2024,09:45:00,237.95,0.09,21.42,54
11-03-2024,10:00:00,235.48,0.05,11.77,29
11-03-2024,10:15:00,234.39,0.04,9.38,23
11-03-2024,10:30:00,237.57,0.07,16.63,42
11-03-2024,10:45:00,238.88,0.1,23.89,6
11-03-2024,11:00:00,237.0,0.07,16.59,41
11-03-2024,11:15:00,230.17,0.09,20.72,52
11-03-2024,11:30:00,236.54,0.1,23.65,59
11-03-2024,11:45:00,239.4,0.07,16.76,42
11-03-2024,12:00:00,236.73,0.1,23.67,59
11-03-2024,12:15:00,232.74,0.04,9.31,23
11-03-2024,12:30:00,233.11,0.04,9.32,23
11-03-2024,12:45:00,230.77,0.07,16.15,4
11-03-2024,13:00:00,232.24,0.05,11.61,29
11-03-2024,13:15:00,239.93,0.08,19.19,48
11-03-2024,13:30:00,235.73,0.04,9.43,24
11-03-2024,13:45:00,232.49,0.08,18.6,47
11-03-2024,14:00:00,235.45,0.05,11.77,29
11-03-2024,14:15:00,231.63,0.09,20.85,52
11-03-2024,14:30:00,231.35,0.07,16.19,4
11-03-2024,14:45:00,231.65,0.09,20.85,52
11-03-2024,15:00:00,231.93,0.06,13.92,35
11-03-2024,15:15:00,231.05,0.03,6.93,17
11-03-2024,15:30:00,239.23,0.07,16.75,42
11-03-2024,15:45:00,236.92,0.06,14.22,36
11-03-2024,16:00:00,232.31,0.09,20.91,52
11-03-2024,16:15:00,233.49,0.1,23.35,58
11-03-2024,16:30:00,233.23,0.09,20.99,52
11-03-2024,16:45:00,238.11,0.1,23.81,6
11-03-2024,17:00:00,231.42,0.03,6.94,17
11-03-2024,17:15:00,234.75,0.05,11.74,29
11-03-2024,17:30:00,235.95,0.04,9.44,24
11-03-2024,17:45:00,234.24,0.07,16.4,41
11-03-2024,18:00:00,231.75,0.09,20.86,52
11-03-2024,18:15:00,237.91,0.09,21.41,54
11-03-2024,18:30:00,231.0,0.03,6.93,17
11-03-2024,18:45:00,232.58,0.06,13.95,35
11-03-2024,19:00:00,230.59,0.07,16.14,4
11-03-2024,19:15:00,231.87,0.09,20.87,52
11-03-2024,19:30:00,235.12,0.1,23.51,59
11-03-2024,19:45:00,238.67,0.07,16.71,42
11-03-2024,20:00:00,239.69,0.1,23.97,6
11-03-2024,20:15:00,230.9,0.06,13.85,35
11-03-2024,20:30:00,238.19,0.03,7.15,18
11-03-2024,20:45:00,233.52,0.09,21.02,53
11-03-2024,21:00:00,230.76,0.04,9.23,23
11-03-2024,21:15:00,234.09,0.07,16.39,41
11-03-2024,21:30:00,232.16,0.05,11.61,29
11-03-2024,21:45:00,231.26,0.03,6.94,17
11-03-2024,22:00:00,234.62,0.06,14.08,35
11-03-2024,22:15:00,239.97,0.04,9.6,24
11-03-2024,22:30:00,232.49,0.09,20.92,52
11-03-2024,22:45:00,237.94,0.06,14.28,36
11-03-2024,23:00:00,234.14,0.05,11.71,29
11-03-2024,23:15:00,236.55,0.07,16.56,41
11-03-2024,23:30:00,235.08,0.08,18.81,47
11-03-2024,23:45:00,232.87,0.08,18.63,47
12-03-2024,00:00:00,239.23,0.07,16.75,42
12-03-2024,00:15:00,233.05,0.06,13.98,35
12-03-2024,00:30:00,232.04,0.08,18.56,46
12-03-2024,00:45:00,235.05,0.09,21.15,53
12-03-2024,00:00:00,234.84,0.05,11.74,29
12-03-2024,00:15:00,239.58,0.08,19.17,48
12-03-2024,00:30:00,235.85,0.04,9.43,24
12-03-2024,00:45:00,234.04,0.05,11.7,29
12-03-2024,01:00:00,239.71,0.08,19.18,48
12-03-2024,01:15:00,231.68,0.09,20.85,52
12-03-2024,01:30:00,234.64,0.05,11.73,29
12-03-2024,01:45:00,237.41,0.08,18.99,47
12-03-2024,02:00:00,230.33,0.1,23.03,58
12-03-2024,02:15:00,230.07,0.03,6.9,17
12-03-2024,02:30:00,232.51,0.1,23.25,58
12-03-2024,02:45:00,236.38,0.09,21.27,53
12-03-2024,03:00:00,231.62,0.08,18.53,46
12-03-2024,03:15:00,239.12,0.07,16.74,42
12-03-2024,03:30:00,237.68,0.09,21.39,53
12-03-2024,03:45:00,230.87,0.1,23.09,58
12-03-2024,04:00:00,238.67,0.09,21.48,54
12-03-2024,04:15:00,234.3,0.07,16.4,41
12-03-2024,04:30:00,231.2,0.08,18.5,46
12-03-2024,04:45:00,234.46,0.07,16.41,41
12-03-2024,05:00:00,232.56,0.07,16.28,41
12-03-2024,05:15:00,236.56,0.03,7.1,18
12-03-2024,05:30:00,233.42,0.03,7.0,18
12-03-2024,05:45:00,238.51,0.04,9.54,24
12-03-2024,06:00:00,238.98,0.04,9.56,24
12-03-2024,06:15:00,235.26,0.09,21.17,53
12-03-2024,06:30:00,230.3,0.04,9.21,23
12-03-2024,06:45:00,236.72,0.09,21.3,53
12-03-2024,07:00:00,237.18,0.07,16.6,42
12-03-2024,07:15:00,239.01,0.05,11.95,3
12-03-2024,07:30:00,231.93,0.04,9.28,23
12-03-2024,07:45:00,230.58,0.08,18.45,46
12-03-2024,08:00:00,233.78,0.09,21.04,53
12-03-2024,08:15:00,232.13,0.06,13.93,35
12-03-2024,08:30:00,236.12,0.06,14.17,35
12-03-2024,08:45:00,238.27,0.03,7.15,18
12-03-2024,09:00:00,234.47,0.1,23.45,59
12-03-2024,09:15:00,236.37,0.06,14.18,35
12-03-2024,09:30:00,239.8,0.07,16.79,42
12-03-2024,09:45:00,233.14,0.04,9.33,23
12-03-2024,10:00:00,236.35,0.07,16.54,41
12-03-2024,10:15:00,238.6,0.05,11.93,3
12-03-2024,10:30:00,236.6,0.08,18.93,47
12-03-2024,10:45:00,234.94,0.04,9.4,24
12-03-2024,11:00:00,237.34,0.08,18.99,47
12-03-2024,11:15:00,239.46,0.03,7.18,18
12-03-2024,11:30:00,234.46,0.03,7.03,18
12-03-2024,11:45:00,233.61,0.05,11.68,29
12-03-2024,12:00:00,239.11,0.07,16.74,42
12-03-2024,12:15:00,237.76,0.09,21.4,53
12-03-2024,12:30:00,230.03,0.05,11.5,29
12-03-2024,12:45:00,239.37,0.08,19.15,48
12-03-2024,13:00:00,232.63,0.09,20.94,52
12-03-2024,13:15:00,235.23,0.04,9.41,24
12-03-2024,13:30:00,236.32,0.03,7.09,18
12-03-2024,13:45:00,230.04,0.04,9.2,23
12-03-2024,14:00:00,239.87,0.05,11.99,3
12-03-2024,14:15:00,239.95,0.05,12.0,3
12-03-2024,14:30:00,231.95,0.04,9.28,23
12-03-2024,14:45:00,239.87,0.08,19.19,48
12-03-2024,15:00:00,234.09,0.05,11.7,29
12-03-2024,15:15:00,238.36,0.1,23.84,6
12-03-2024,15:30:00,232.35,0.04,9.29,23
12-03-2024,15:45:00,232.52,0.05,11.63,29
12-03-2024,16:00:00,235.95,0.07,16.52,41
12-03-2024,16:15:00,239.99,0.09,21.6,54
12-03-2024,16:30:00,233.13,0.05,11.66,29
12-03-2024,16:45:00,230.3,0.05,11.52,29
12-03-2024,17:00:00,237.1,0.08,18.97,47
12-03-2024,17:15:00,232.58,0.05,11.63,29
12-03-2024,17:30:00,236.44,0.07,16.55,41
12-03-2024,17:45:00,239.14,0.06,14.35,36
12-03-2024,18:00:00,237.61,0.04,9.5,24
12-03-2024,18:15:00,231.05,0.1,23.11,58
12-03-2024,18:30:00,234.54,0.08,18.76,47
12-03-2024,18:45:00,237.5,0.04,9.5,24
12-03-2024,19:00:00,234.04,0.07,16.38,41
12-03-2024,19:15:00,232.73,0.07,16.29,41
12-03-2024,19:30:00,235.53,0.08,18.84,47
12-03-2024,19:45:00,238.83,0.03,7.16,18
12-03-2024,20:00:00,237.97,0.07,16.66,42
12-03-2024,20:15:00,232.75,0.1,23.28,58
12-03-2024,20:30:00,233.42,0.09,21.01,53
12-03-2024,20:45:00,235.73,0.08,18.86,47
12-03-2024,21:00:00,238.65,0.04,9.55,24
12-03-2024,21:15:00,230.93,0.05,11.55,29
12-03-2024,21:30:00,232.59,0.09,20.93,52
12-03-2024,21:45:00,235.99,0.09,21.24,53
12-03-2024,22:00:00,231.03,0.03,6.93,17
12-03-2024,22:15:00,234.47,0.1,23.45,59
12-03-2024,22:30:00,233.64,0.07,16.35,41
12-03-2024,22:45:00,235.06,0.06,14.1,35
12-03-2024,23:00:00,234.95,0.07,16.45,41
12-03-2024,23:15:00,237.07,0.04,9.48,24
12-03-2024,23:30:00,232.07,0.06,13.92,35
12-03-2024,23:45:00,236.12,0.09,21.25,53
13-03-2024,00:00:00,237.24,0.08,18.98,47
13-03-2024,00:15:00,233.86,0.08,18.71,47
13-03-2024,00:30:00,235.98,0.06,14.16,35
13-03-2024,00:45:00,231.01,0.09,20.79,52
13-03-2024,00:00:00,232.75,0.06,13.96,35
13-03-2024,00:15:00,232.66,0.04,9.31,23
13-03-2024,00:30:00,238.45,0.08,19.08,48
13-03-2024,00:45:00,238.26,0.04,9.53,24
13-03-2024,01:00:00,232.68,0.07,16.29,41
13-03-2024,01:15:00,234.04,0.08,18.72,47
13-03-2024,01:30:00,234.94,0.04,9.4,24
13-03-2024,01:45:00,230.78,0.05,11.54,29
13-03-2024,02:00:00,234.42,0.08,18.75,47
13-03-2024,02:15:00,235.37,0.04,9.41,24
13-03-2024,02:30:00,230.42,0.08,18.43,46
13-03-2024,02:45:00,235.98,0.08,18.88,47
13-03-2024,03:00:00,233.52,0.06,14.01,35
13-03-2024,03:15:00,232.27,0.08,18.58,46
13-03-2024,03:30:00,239.71,0.07,16.78,42
13-03-2024,03:45:00,237.76,0.04,9.51,24
13-03-2024,04:00:00,230.18,0.03,6.91,17
13-03-2024,04:15:00,237.05,0.05,11.85,3
13-03-2024,04:30:00,236.18,0.06,14.17,35
13-03-2024,04:45:00,239.81,0.08,19.18,48
13-03-2024,05:00:00,239.45,0.07,16.76,42
13-03-2024,05:15:00,233.12,0.05,11.66,29
13-03-2024,05:30:00,234.79,0.08,18.78,47
13-03-2024,05:45:00,233.58,0.09,21.02,53
13-03-2024,06:00:00,231.99,0.06,13.92,35
13-03-2024,06:15:00,230.61,0.06,13.84,35
13-03-2024,06:30:00,237.49,0.07,16.62,42
13-03-2024,06:45:00,239.61,0.08,19.17,48
13-03-2024,07:00:00,231.46,0.07,16.2,4
13-03-2024,07:15:00,239.2,0.07,16.74,42
13-03-2024,07:30:00,238.97,0.08,19.12,48
13-03-2024,07:45:00,237.19,0.08,18.98,47
13-03-2024,08:00:00,238.73,0.06,14.32,36
13-03-2024,08:15:00,237.17,0.06,14.23,36
13-03-2024,08:30:00,237.37,0.03,7.12,18
13-03-2024,08:45:00,232.35,0.03,6.97,17
13-03-2024,09:00:00,235.55,0.05,11.78,29
13-03-2024,09:15:00,236.7,0.08,18.94,47
13-03-2024,09:30:00,239.36,0.1,23.94,6
13-03-2024,09:45:00,233.16,0.03,6.99,17
13-03-2024,10:00:00,234.51,0.05,11.73,29
13-03-2024,10:15:00,237.91,0.04,9.52,24
13-03-2024,10:30:00,231.6,0.07,16.21,41
13-03-2024,10:45:00,232.46,0.05,11.62,29
13-03-2024,11:00:00,238.24,0.04,9.53,24
13-03-2024,11:15:00,230.17,0.03,6.91,17
13-03-2024,11:30:00,239.45,0.05,11.97,3
13-03-2024,11:45:00,237.92,0.06,14.28,36
13-03-2024,12:00:00,233.12,0.07,16.32,41
13-03-2024,12:15:00,234.89,0.03,7.05,18
13-03-2024,12:30:00,236.45,0.07,16.55,41
13-03-2024,12:45:00,237.87,0.05,11.89,3
13-03-2024,13:00:00,231.17,0.04,9.25,23
13-03-2024,13:15:00,235.11,0.08,18.81,47
13-03-2024,13:30:00,237.64,0.05,11.88,3
13-03-2024,13:45:00,234.18,0.06,14.05,35
13-03-2024,14:00:00,230.51,0.07,16.14,4
13-03-2024,14:15:00,233.81,0.09,21.04,53
13-03-2024,14:30:00,231.76,0.1,23.18,58
13-03-2024,14:45:00,235.4,0.08,18.83,47
13-03-2024,15:00:00,236.74,0.07,16.57,41
13-03-2024,15:15:00,232.33,0.06,13.94,35
13-03-2024,15:30:00,230.34,0.07,16.12,4
13-03-2024,15:45:00,239.39,0.08,19.15,48
13-03-2024,16:00:00,238.6,0.06,14.32,36
13-03-2024,16:15:00,238.66,0.09,21.48,54
13-03-2024,16:30:00,231.14,0.04,9.25,23
13-03-2024,16:45:00,233.98,0.08,18.72,47
13-03-2024,17:00:00,237.28,0.08,18.98,47
13-03-2024,17:15:00,239.66,0.08,19.17,48
13-03-2024,17:30:00,234.43,0.04,9.38,23
13-03-2024,17:45:00,237.61,0.05,11.88,3
13-03-2024,18:00:00,232.9,0.07,16.3,41
13-03-2024,18:15:00,235.27,0.09,21.17,53
13-03-2024,18:30:00,232.77,0.03,6.98,17
13-03-2024,18:45:00,236.34,0.07,16.54,41
13-03-2024,19:00:00,239.87,0.04,9.59,24
13-03-2024,19:15:00,235.63,0.08,18.85,47
13-03-2024,19:30:00,230.53,0.06,13.83,35
13-03-2024,19:45:00,235.99,0.03,7.08,18
13-03-2024,20:00:00,230.14,0.05,11.51,29
13-03-2024,20:15:00,230.59,0.04,9.22,23
13-03-2024,20:30:00,239.36,0.09,21.54,54
13-03-2024,20:45:00,230.6,0.06,13.84,35
13-03-2024,21:00:00,238.38,0.07,16.69,42
13-03-2024,21:15:00,237.96,0.08,19.04,48
13-03-2024,21:30:00,237.55,0.05,11.88,3
13-03-2024,21:45:00,236.57,0.07,16.56,41
13-03-2024,22:00:00,239.32,0.05,11.97,3
13-03-2024,22:15:00,231.32,0.06,13.88,35
13-03-2024,22:30:00,238.45,0.05,11.92,3
13-03-2024,22:45:00,239.43,0.06,14.37,36
13-03-2024,23:00:00,237.04,0.08,18.96,47
13-03-2024,23:15:00,230.04,0.08,18.4,46
13-03-2024,23:30:00,233.38,0.06,14.0,35
13-03-2024,23:45:00,236.58,0.08,18.93,47
14-03-2024,00:00:00,237.63,0.07,16.63,42
14-03-2024,00:15:00,230.43,0.09,20.74,52
14-03-2024,00:30:00,239.54,0.08,19.16,48
14-03-2024,00:45:00,235.58,0.09,21.2,53
14-03-2024,00:00:00,237.71,0.1,23.77,59
14-03-2024,00:15:00,232.4,0.06,13.94,35
14-03-2024,00:30:00,234.34,0.07,16.4,41
14-03-2024,00:45:00,234.59,0.07,16.42,41
14-03-2024,01:00:00,230.74,0.04,9.23,23
14-03-2024,01:15:00,230.39,0.09,20.74,52
14-03-2024,01:30:00,234.45,0.04,9.38,23
14-03-2024,01:45:00,238.66,0.05,11.93,3
14-03-2024,02:00:00,235.56,0.06,14.13,35
14-03-2024,02:15:00,237.88,0.05,11.89,3
14-03-2024,02:30:00,238.45,0.04,9.54,24
14-03-2024,02:45:00,238.82,0.09,21.49,54
14-03-2024,03:00:00,233.88,0.06,14.03,35
14-03-2024,03:15:00,232.0,0.05,11.6,29
14-03-2024,03:30:00,235.08,0.06,14.1,35
14-03-2024,03:45:00,236.22,0.09,21.26,53
14-03-2024,04:00:00,238.7,0.04,9.55,24
14-03-2024,04:15:00,238.06,0.03,7.14,18
14-03-2024,04:30:00,234.58,0.07,16.42,41
14-03-2024,04:45:00,231.67,0.04,9.27,23
14-03-2024,05:00:00,232.49,0.04,9.3,23
14-03-2024,05:15:00,235.04,0.04,9.4,24
14-03-2024,05:30:00,238.54,0.06,14.31,36
14-03-2024,05:45:00,236.03,0.09,21.24,53
14-03-2024,06:00:00,230.22,0.07,16.12,4
14-03-2024,06:15:00,231.25,0.04,9.25,23
14-03-2024,06:30:00,235.06,0.08,18.8,47
14-03-2024,06:45:00,239.94,0.1,23.99,6
14-03-2024,07:00:00,231.68,0.04,9.27,23
14-03-2024,07:15:00,238.54,0.04,9.54,24
14-03-2024,07:30:00,234.2,0.04,9.37,23
14-03-2024,07:45:00,239.01,0.05,11.95,3
14-03-2024,08:00:00,239.95,0.05,12.0,3
14-03-2024,08:15:00,232.27,0.03,6.97,17
14-03-2024,08:30:00,235.02,0.09,21.15,53
14-03-2024,08:45:00,233.31,0.08,18.66,47
14-03-2024,09:00:00,237.12,0.04,9.48,24
14-03-2024,09:15:00,233.89,0.05,11.69,29
14-03-2024,09:30:00,231.85,0.09,20.87,52
14-03-2024,09:45:00,238.03,0.03,7.14,18
14-03-2024,10:00:00,231.41,0.03,6.94,17
14-03-2024,10:15:00,232.97,0.03,6.99,17
14-03-2024,10:30:00,231.63,0.04,9.27,23
14-03-2024,10:45:00,234.95,0.09,21.15,53
14-03-2024,11:00:00,239.86,0.04,9.59,24
14-03-2024,11:15:00,230.45,0.08,18.44,46
14-03-2024,11:30:00,237.88,0.05,11.89,3
14-03-2024,11:45:00,232.1,0.08,18.57,46
14-03-2024,12:00:00,230.63,0.07,16.14,4
14-03-2024,12:15:00,230.36,0.08,18.43,46
14-03-2024,12:30:00,233.55,0.06,14.01,35
14-03-2024,12:45:00,234.72,0.04,9.39,23
14-03-2024,13:00:00,233.92,0.08,18.71,47
14-03-2024,13:15:00,237.38,0.05,11.87,3
14-03-2024,13:30:00,234.56,0.08,18.76,47
14-03-2024,13:45:00,233.24,0.05,11.66,29
14-03-2024,14:00:00,233.99,0.04,9.36,23
14-03-2024,14:15:00,236.49,0.09,21.28,53
14-03-2024,14:30:00,233.53,0.08,18.68,47
14-03-2024,14:45:00,234.18,0.07,16.39,41
14-03-2024,15:00:00,231.37,0.05,11.57,29
14-03-2024,15:15:00,231.95,0.07,16.24,41
14-03-2024,15:30:00,234.33,0.07,16.4,41
14-03-2024,15:45:00,234.55,0.05,11.73,29
14-03-2024,16:00:00,231.04,0.06,13.86,35
14-03-2024,16:15:00,232.61,0.07,16.28,41
14-03-2024,16:30:00,237.0,0.07,16.59,41
14-03-2024,16:45:00,233.43,0.05,11.67,29
14-03-2024,17:00:00,237.58,0.1,23.76,59
14-03-2024,17:15:00,234.52,0.08,18.76,47
14-03-2024,17:30:00,239.25,0.08,19.14,48
14-03-2024,17:45:00,237.47,0.08,19.0,47
14-03-2024,18:00:00,230.99,0.03,6.93,17
14-03-2024,18:15:00,232.14,0.05,11.61,29
14-03-2024,18:30:00,239.6,0.08,19.17,48
14-03-2024,18:45:00,233.27,0.06,14.0,35
14-03-2024,19:00:00,236.38,0.09,21.27,53
14-03-2024,19:15:00,237.99,0.03,7.14,18
14-03-2024,19:30:00,237.0,0.09,21.33,53
14-03-2024,19:45:00,239.1,0.08,19.13,48
14-03-2024,20:00:00,238.69,0.1,23.87,6
14-03-2024,20:15:00,231.15,0.08,18.49,46
14-03-2024,20:30:00,232.48,0.09,20.92,52
14-03-2024,20:45:00,235.53,0.09,21.2,53
14-03-2024,21:00:00,231.97,0.06,13.92,35
14-03-2024,21:15:00,238.98,0.1,23.9,6
14-03-2024,21:30:00,238.25,0.06,14.29,36
14-03-2024,21:45:00,239.12,0.07,16.74,42
14-03-2024,22:00:00,235.38,0.08,18.83,47
14-03-2024,22:15:00,232.53,0.07,16.28,41
14-03-2024,22:30:00,238.6,0.08,19.09,48
14-03-2024,22:45:00,236.46,0.09,21.28,53
14-03-2024,23:00:00,239.99,0.09,21.6,54
14-03-2024,23:15:00,237.62,0.05,11.88,3
14-03-2024,23:30:00,232.58,0.05,11.63,29
14-03-2024,23:45:00,237.95,0.04,9.52,24
15-03-2024,00:00:00,238.58,0.04,9.54,24
15-03-2024,00:15:00,238.56,0.03,7.16,18
15-03-2024,00:30:00,237.26,0.03,7.12,18
15-03-2024,00:45:00,234.24,0.09,21.08,53
15-03-2024,00:00:00,239.78,0.07,16.78,42
15-03-2024,00:15:00,232.68,0.07,16.29,41
15-03-2024,00:30:00,231.05,0.06,13.86,35
15-03-2024,00:45:00,234.47,0.09,21.1,53
15-03-2024,01:00:00,233.39,0.07,16.34,41
15-03-2024,01:15:00,236.28,0.08,18.9,47
15-03-2024,01:30:00,237.65,0.03,7.13,18
15-03-2024,01:45:00,237.25,0.08,18.98,47
15-03-2024,02:00:00,234.09,0.04,9.36,23
15-03-2024,02:15:00,239.69,0.03,7.19,18
15-03-2024,02:30:00,234.88,0.07,16.44,41
15-03-2024,02:45:00,235.06,0.1,23.51,59
15-03-2024,03:00:00,230.64,0.04,9.23,23
15-03-2024,03:15:00,237.58,0.09,21.38,53
15-03-2024,03:30:00,230.77,0.06,13.85,35
15-03-2024,03:45:00,236.29,0.05,11.81,3
15-03-2024,04:00:00,239.51,0.04,9.58,24
15-03-2024,04:15:00,238.86,0.09,21.5,54
15-03-2024,04:30:00,231.3,0.06,13.88,35
15-03-2024,04:45:00,238.64,0.04,9.55,24
15-03-2024,05:00:00,237.3,0.1,23.73,59
15-03-2024,05:15:00,231.65,0.08,18.53,46
15-03-2024,05:30:00,232.68,0.05,11.63,29
15-03-2024,05:45:00,230.73,0.09,20.77,52
15-03-2024,06:00:00,237.84,0.09,21.41,54
15-03-2024,06:15:00,233.63,0.06,14.02,35
15-03-2024,06:30:00,239.29,0.09,21.54,54
15-03-2024,06:45:00,238.21,0.09,21.44,54
15-03-2024,07:00:00,230.22,0.09,20.72,52
15-03-2024,07:15:00,231.11,0.07,16.18,4
15-03-2024,07:30:00,231.62,0.07,16.21,41
15-03-2024,07:45:00,236.19,0.08,18.9,47
15-03-2024,08:00:00,230.48,0.03,6.91,17
15-03-2024,08:15:00,238.37,0.06,14.3,36
15-03-2024,08:30:00,232.13,0.04,9.29,23
15-03-2024,08:45:00,237.32,0.1,23.73,59
15-03-2024,09:00:00,230.29,0.08,18.42,46
15-03-2024,09:15:00,239.67,0.05,11.98,3
15-03-2024,09:30:00,239.5,0.07,16.77,42
15-03-2024,09:45:00,236.56,0.05,11.83,3
15-03-2024,10:00:00,238.68,0.06,14.32,36
15-03-2024,10:15:00,239.77,0.05,11.99,3
15-03-2024,10:30:00,235.47,0.05,11.77,29
15-03-2024,10:45:00,237.33,0.06,14.24,36
15-03-2024,11:00:00,232.04,0.09,20.88,52
15-03-2024,11:15:00,235.06,0.06,14.1,35
15-03-2024,11:30:00,233.44,0.09,21.01,53
15-03-2024,11:45:00,233.24,0.09,20.99,52
15-03-2024,12:00:00,232.98,0.06,13.98,35
15-03-2024,12:15:00,232.33,0.08,18.59,46
15-03-2024,12:30:00,239.16,0.04,9.57,24
15-03-2024,12:45:00,239.68,0.03,7.19,18
15-03-2024,13:00:00,233.01,0.04,9.32,23
15-03-2024,13:15:00,231.87,0.06,13.91,35
15-03-2024,13:30:00,233.83,0.07,16.37,41
15-03-2024,13:45:00,236.14,0.06,14.17,35
15-03-2024,14:00:00,231.94,0.08,18.56,46
15-03-2024,14:15:00,231.46,0.06,13.89,35
15-03-2024,14:30:00,231.02,0.04,9.24,23
15-03-2024,14:45:00,238.2,0.1,23.82,6
15-03-2024,15:00:00,236.76,0.04,9.47,24
15-03-2024,15:15:00,234.53,0.07,16.42,41
15-03-2024,15:30:00,238.62,0.06,14.32,36
15-03-2024,15:45:00,230.58,0.04,9.22,23
15-03-2024,16:00:00,230.78,0.07,16.15,4
15-03-2024,16:15:00,239.78,0.1,23.98,6
15-03-2024,16:30:00,236.89,0.05,11.84,3
15-03-2024,16:45:00,234.55,0.1,23.46,59
15-03-2024,17:00:00,233.18,0.03,7.0,18
15-03-2024,17:15:00,232.68,0.03,6.98,17
15-03-2024,17:30:00,233.36,0.03,7.0,18
15-03-2024,17:45:00,239.02,0.08,19.12,48
15-03-2024,18:00:00,237.67,0.05,11.88,3
15-03-2024,18:15:00,234.23,0.03,7.03,18
15-03-2024,18:30:00,231.77,0.07,16.22,41
15-03-2024,18:45:00,235.66,0.04,9.43,24
15-03-2024,19:00:00,237.63,0.05,11.88,3
15-03-2024,19:15:00,233.47,0.09,21.01,53
15-03-2024,19:30:00,231.29,0.04,9.25,23
15-03-2024,19:45:00,237.61,0.09,21.38,53
15-03-2024,20:00:00,237.23,0.06,14.23,36
15-03-2024,20:15:00,232.25,0.05,11.61,29
15-03-2024,20:30:00,231.9,0.07,16.23,41
15-03-2024,20:45:00,238.99,0.09,21.51,54
15-03-2024,21:00:00,234.04,0.09,21.06,53
15-03-2024,21:15:00,232.08,0.08,18.57,46
15-03-2024,21:30:00,234.5,0.1,23.45,59
15-03-2024,21:45:00,236.4,0.08,18.91,47
15-03-2024,22:00:00,239.8,0.06,14.39,36
15-03-2024,22:15:00,231.89,0.07,16.23,41
15-03-2024,22:30:00,234.65,0.06,14.08,35
15-03-2024,22:45:00,231.51,0.06,13.89,35
15-03-2024,23:00:00,231.64,0.05,11.58,29
15-03-2024,23:15:00,231.89,0.06,13.91,35
15-03-2024,23:30:00,233.87,0.07,16.37,41
15-03-2024,23:45:00,232.34,0.07,16.26,41
16-03-2024,00:00:00,238.06,0.08,19.04,48
16-03-2024,00:15:00,235.93,0.04,9.44,24
16-03-2024,00:30:00,232.09,0.05,11.6,29
16-03-2024,00:45:00,234.04,0.1,23.4,58
16-03-2024,00:00:00,230.01,0.05,11.5,29
16-03-2024,00:15:00,235.15,0.07,16.46,41
16-03-2024,00:30:00,239.83,0.08,19.19,48
16-03-2024,00:45:00,230.31,0.03,6.91,17
16-03-2024,01:00:00,232.91,0.03,6.99,17
16-03-2024,01:15:00,238.51,0.07,16.7,42
16-03-2024,01:30:00,231.01,0.08,18.48,46
16-03-2024,01:45:00,235.33,0.07,16.47,41
16-03-2024,02:00:00,231.44,0.04,9.26,23
16-03-2024,02:15:00,234.86,0.05,11.74,29
16-03-2024,02:30:00,232.25,0.07,16.26,41
16-03-2024,02:45:00,239.97,0.05,12.0,3
16-03-2024,03:00:00,232.33,0.04,9.29,23
16-03-2024,03:15:00,233.86,0.1,23.39,58
16-03-2024,03:30:00,234.69,0.05,11.73,29
16-03-2024,03:45:00,237.42,0.04,9.5,24
16-03-2024,04:00:00,232.56,0.06,13.95,35
16-03-2024,04:15:00,239.71,0.1,23.97,6
16-03-2024,04:30:00,239.42,0.1,23.94,6
16-03-2024,04:45:00,237.93,0.09,21.41,54
16-03-2024,05:00:00,236.79,0.07,16.58,41
16-03-2024,05:15:00,236.72,0.03,7.1,18
16-03-2024,05:30:00,236.5,0.09,21.29,53
16-03-2024,05:45:00,234.74,0.04,9.39,23
16-03-2024,06:00:00,234.36,0.08,18.75,47
16-03-2024,06:15:00,231.75,0.1,23.18,58
16-03-2024,06:30:00,237.52,0.05,11.88,3
16-03-2024,06:45:00,232.37,0.08,18.59,46
16-03-2024,07:00:00,235.09,0.09,21.16,53
16-03-2024,07:15:00,233.67,0.08,18.69,47
16-03-2024,07:30:00,237.08,0.08,18.97,47
16-03-2024,07:45:00,233.61,0.09,21.02,53
16-03-2024,08:00:00,232.63,0.05,11.63,29
16-03-2024,08:15:00,233.79,0.07,16.37,41
16-03-2024,08:30:00,238.12,0.09,21.43,54
16-03-2024,08:45:00,238.6,0.1,23.86,6
16-03-2024,09:00:00,230.15,0.03,6.9,17
16-03-2024,09:15:00,230.96,0.07,16.17,4
16-03-2024,09:30:00,236.13,0.09,21.25,53
16-03-2024,09:45:00,234.98,0.1,23.5,59
16-03-2024,10:00:00,236.73,0.09,21.31,53
16-03-2024,10:15:00,238.64,0.08,19.09,48
16-03-2024,10:30:00,230.9,0.08,18.47,46
16-03-2024,10:45:00,230.09,0.08,18.41,46
16-03-2024,11:00:00,231.6,0.06,13.9,35
16-03-2024,11:15:00,230.7,0.08,18.46,46
16-03-2024,11:30:00,236.26,0.05,11.81,3
16-03-2024,11:45:00,235.74,0.05,11.79,29
16-03-2024,12:00:00,234.25,0.1,23.43,59
16-03-2024,12:15:00,234.1,0.05,11.71,29
